K_Nu,K_E,K_Rho,K_incl,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,1.98177,1,8.7,0.1149425287356321,5.723084922000177e-13,5.464979530689252e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,8.8,0.1136363636363636,5.760287955379931e-13,5.495029274657025e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,8.9,0.1123595505617977,5.795451527526007e-13,5.523708323406513e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.0,0.1111111111111111,5.828617386261029e-13,5.551027782932198e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.1,0.1098901098901099,5.859832183704447e-13,5.577003883510068e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.2,0.108695652173913,5.889146735088295e-13,5.601657362340796e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.3,0.1075268817204301,5.916615320532142e-13,5.625012877589741e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.4,0.1063829787234042,5.942295031922686e-13,5.647098455893351e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.5,0.1052631578947368,5.9662451683317e-13,5.667944975687197e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.6,0.1041666666666666,5.98852667903512e-13,5.687585686816305e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.7,0.1030927835051546,6.009201655867039e-13,5.706055767122762e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.8,0.1020408163265305,6.028332873595676e-13,5.723391916057592e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,9.9,0.101010101010101,6.045983376558999e-13,5.73963198410921e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,1.98177,1,10.0,0.1,6.064851363334736e-13,5.757277747368279e-13,0.25,50000000000.0,2700,3348.6296492328456,1933.3322294009452,2502.294445801098
1,1,0.915969,1,0.1,10.0,5.331370353212563e-13,5.331366218881619e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.2,5.0,5.334865589434148e-13,5.33149024622037e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.3,3.3333333333333326,5.366581537862501e-13,5.363078503246612e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.4,2.5,5.329221165201687e-13,5.332000448289982e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.5,2.0,5.332180861152617e-13,5.333063490522885e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.6,1.6666666666666667,5.36492096615554e-13,5.36881272819888e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.7000000000000001,1.4285714285714284,5.375077852706364e-13,5.382777373583919e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.8,1.25,5.339151023274258e-13,5.345780840740482e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,0.9,1.1111111111111112,5.314649781939084e-13,5.360967863981766e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.0,1.0,5.33801944710736e-13,5.363249999167575e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.1,0.909090909090909,5.343448839518744e-13,5.392477728619568e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.2000000000000002,0.8333333333333331,5.376916395311217e-13,5.420319275548126e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.3000000000000005,0.769230769230769,5.403134155927152e-13,5.407972226983985e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.4,0.7142857142857142,5.425940735076127e-13,5.410805473618702e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.5000000000000002,0.6666666666666665,5.439936810321335e-13,5.421061998278259e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.6,0.625,5.439221035231155e-13,5.407961300554839e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.7000000000000002,0.588235294117647,5.512298675366476e-13,5.450736746902916e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.8000000000000005,0.5555555555555555,5.569224952168284e-13,5.46810743938986e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,1.9,0.5263157894736842,5.575070656329717e-13,5.436881982958884e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.0,0.5,5.583789584017867e-13,5.416636379031085e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.1,0.4761904761904761,5.618719170941817e-13,5.432850236098318e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.2,0.4545454545454545,5.658201056424798e-13,5.463804814851814e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.3000000000000003,0.4347826086956521,5.674810757712039e-13,5.480009146537461e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
