K_Nu,K_E,K_Rho,K_incl_top_position_y,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,1,0.1009,0.1,10.0,5.332077115911181e-13,5.332101806747104e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.2,5.0,5.336069372633935e-13,5.332728583411519e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.3,3.3333333333333326,5.367485586007566e-13,5.364006459641964e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.4,2.5,5.330373703891917e-13,5.333061736292467e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.5,2.0,5.333403743598432e-13,5.333450684590825e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.6,1.6666666666666667,5.366503538085136e-13,5.366416853330836e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.7000000000000001,1.4285714285714284,5.374972550921002e-13,5.374896308655667e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.8,1.25,5.34704612409737e-13,5.334063811811913e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,0.9,1.1111111111111112,5.325364377278737e-13,5.338301589702735e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,1.0,1.0,5.349369567603334e-13,5.332812203931763e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,1.1,0.909090909090909,5.353250749395699e-13,5.361051921187947e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.1009,1.2000000000000002,0.8333333333333331,5.35748021401738e-13,5.36712797173446e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
