K_E,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
0.642842,5.4,0.1851851851851851,6.694090716869332e-13,6.400473017249164e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,5.5,0.1818181818181818,6.626053575706564e-13,6.365876649217409e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,5.6,0.1785714285714285,6.556872794124683e-13,6.32804780750377e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,5.7,0.175438596491228,6.487621254219243e-13,6.288037330220833e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,5.8,0.1724137931034483,6.419173674711853e-13,6.246741812111775e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,5.9,0.1694915254237288,6.352232024528525e-13,6.204919728521935e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.0,0.1666666666666666,6.28731356896385e-13,6.163164412821869e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.1,0.1639344262295081,6.224821415994959e-13,6.121975444824273e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.2,0.1612903225806451,6.1650338790711e-13,6.081736256676245e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.3,0.1587301587301587,6.108132419656334e-13,6.042738590932299e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.4,0.15625,6.054219620083281e-13,6.005196786173037e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.5,0.1538461538461538,6.003334916211593e-13,5.969260785797273e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.6,0.1515151515151515,5.955468083821198e-13,5.935027681549563e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.7,0.1492537313432836,5.910570604800774e-13,5.902551754586379e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.8,0.1470588235294117,5.868565109034377e-13,5.871853071747924e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,6.9,0.144927536231884,5.829353119633008e-13,5.8429247493632e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,7.0,0.1428571428571428,5.792821333986744e-13,5.815739023447166e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,7.1,0.1408450704225352,5.758846661012175e-13,5.790252273516547e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
0.642842,7.2,0.1388888888888889,5.72730021783959e-13,5.766409144198455e-13,0.25,50000000000.0,2700,3779.6002140144105,2182.153200990387,2502.294445801098
