K_E,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
0.587034,3.0000000000000004,0.3333333333333332,6.820988810202046e-13,5.740248302165345e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.1,0.3225806451612903,6.699421033271081e-13,5.619684987391992e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.2,0.3125,6.604689337628352e-13,5.528833561961398e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.3000000000000003,0.303030303030303,6.545710019492505e-13,5.474246103713864e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.4000000000000004,0.2941176470588235,6.525031603897609e-13,5.457530211587355e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.5000000000000004,0.2857142857142857,6.540171990656645e-13,5.476456396167817e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.6,0.2777777777777778,6.587067521536103e-13,5.527609968830619e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.7,0.2702702702702703,6.659957297275862e-13,5.606250835318662e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.8,0.2631578947368421,6.752274706095331e-13,5.706940492522989e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,3.9,0.2564102564102564,6.857069436915847e-13,5.823815417186535e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.0,0.25,6.967353484892279e-13,5.950814541809066e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.1,0.2439024390243902,7.076426689280736e-13,6.081915230997015e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.2,0.238095238095238,7.178195319152366e-13,6.211391299116021e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.3,0.2325581395348837,7.267465621805689e-13,6.334078392220774e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.4,0.2272727272727273,7.34018145990544e-13,6.44561738079155e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.5,0.2222222222222222,7.393560832501478e-13,6.542632265205847e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.6,0.2173913043478261,7.426140645691179e-13,6.622836315835742e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.7,0.2127659574468085,7.437692066946616e-13,6.685030446680336e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.8,0.2083333333333333,7.429050977740112e-13,6.729017252066453e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,4.9,0.2040816326530611,7.401885471232569e-13,6.755445464834171e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.0,0.2,7.3610590928674e-13,6.768144788872616e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.1,0.196078431372549,7.303188245217324e-13,6.76315488457643e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.2,0.1923076923076923,7.234388774132452e-13,6.745734977005573e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.3,0.1886792452830188,7.157266978152736e-13,6.717962639641795e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.4,0.1851851851851851,7.074240541506041e-13,6.681871042775493e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.5,0.1818181818181818,6.987464137217237e-13,6.639360374859167e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.6,0.1785714285714285,6.898793209589985e-13,6.592142882540845e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.7,0.175438596491228,6.809776761897754e-13,6.541715370168467e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.8,0.1724137931034483,6.721670230078704e-13,6.489352350307759e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,5.9,0.1694915254237288,6.635470600967574e-13,6.436125346934613e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.0,0.1666666666666666,6.551909210188962e-13,6.382872294652726e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.1,0.1639344262295081,6.471543719478615e-13,6.330288612466438e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.2,0.1612903225806451,6.394752847002464e-13,6.278904166342005e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.3,0.1587301587301587,6.321776610807111e-13,6.22911759025749e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.4,0.15625,6.252743663305022e-13,6.181217798745247e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.5,0.1538461538461538,6.187694932017306e-13,6.135403424683542e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.6,0.1515151515151515,6.126603608450475e-13,6.091799896803494e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.7,0.1492537313432836,6.069391742341231e-13,6.050474125678954e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.8,0.1470588235294117,6.015943805135955e-13,6.011446920884181e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,6.9,0.144927536231884,5.966117626196662e-13,5.974703345548477e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.0,0.1428571428571428,5.919753100612704e-13,5.940201250517267e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.1,0.1408450704225352,5.87667903781817e-13,5.907878236673618e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.2,0.1388888888888889,5.836718482122563e-13,5.87765728254559e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.3,0.136986301369863,5.799692788662512e-13,5.8494512525076e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.4,0.1351351351351351,5.765424698361569e-13,5.82316647708434e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.5,0.1333333333333333,5.733740611715968e-13,5.798705568965526e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.6,0.131578947368421,5.70447223009381e-13,5.775969616446585e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.7,0.1298701298701298,5.677457697926686e-13,5.754859870386178e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.8,0.1282051282051282,5.652542356708661e-13,5.735279023395941e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,7.9,0.1265822784810126,5.629579198664979e-13,5.717132161586518e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.0,0.125,5.6084290902893e-13,5.70032745506666e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.1,0.1234567901234568,5.588960822727021e-13,5.684776641499049e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.2,0.1219512195121951,5.571051030970377e-13,5.670395345435158e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.3,0.1204819277108433,5.554584019309015e-13,5.657103270197897e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.4,0.119047619047619,5.539451518134783e-13,5.644824289794306e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.5,0.1176470588235294,5.52555239441148e-13,5.633486464284829e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.6,0.1162790697674418,5.51279233165995e-13,5.623021996907949e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.7,0.1149425287356321,5.501083492129355e-13,5.613367147444568e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.8,0.1136363636363636,5.490357946992265e-13,5.604481970472098e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,8.9,0.1123595505617977,5.480512377754818e-13,5.596271049222276e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.0,0.1111111111111111,5.47148993404275e-13,5.588701576691695e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.1,0.1098901098901099,5.463225247067067e-13,5.581724660350628e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.2,0.108695652173913,5.455657731966845e-13,5.575294708853318e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.3,0.1075268817204301,5.44873127704963e-13,5.569369258368492e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.4,0.1063829787234042,5.442393946402831e-13,5.563908799515528e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.5,0.1052631578947368,5.43659769820606e-13,5.558876607390722e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.6,0.1041666666666666,5.431298116667561e-13,5.554238575400671e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.7,0.1030927835051546,5.426454160324069e-13,5.549963054957265e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.8,0.1020408163265305,5.422027924706837e-13,5.546020701120855e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,9.9,0.101010101010101,5.417984418909243e-13,5.542384324575236e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.587034,10.0,0.1,5.413950634930411e-13,5.538184146788704e-13,0.25,50000000000.0,2700,3611.813948696693,2085.281755542881,2502.294445801098
0.896718,0.1,10.0,5.331330287995706e-13,5.331359636952768e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.2,5.0,5.335884503583907e-13,5.331404721816034e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.3,3.3333333333333326,5.369631731817122e-13,5.355030572554961e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.4,2.5,5.293343061529597e-13,5.293632558751835e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.5,2.0,5.210755081509328e-13,5.253469690330449e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.6,1.6666666666666667,5.13819468937665e-13,5.226293743038068e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.7000000000000001,1.4285714285714284,5.080159301959078e-13,5.234044670989012e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.8,1.25,4.968437619562892e-13,5.164638384996445e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,0.9,1.1111111111111112,4.920334863589631e-13,5.181523177201126e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.0,1.0,4.936631595666315e-13,5.196511167597509e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.1,0.909090909090909,4.9172890281247e-13,5.207735443723656e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.2000000000000002,0.8333333333333331,5.026482039853386e-13,5.321096874694429e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.3000000000000005,0.769230769230769,5.080391999246068e-13,5.337378392158552e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.4,0.7142857142857142,5.016611817489869e-13,5.23397348686056e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.5000000000000002,0.6666666666666665,5.072718976556405e-13,5.260188624348542e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.6,0.625,5.195043563903739e-13,5.344987682662433e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.7000000000000002,0.588235294117647,5.360142443646578e-13,5.458903024512915e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.8000000000000005,0.5555555555555555,5.456608606767825e-13,5.494779553811467e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,1.9,0.5263157894736842,5.469465927927501e-13,5.447973751713819e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.0,0.5,5.485066327317574e-13,5.412134335991042e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.1,0.4761904761904761,5.547915809419281e-13,5.434884157993067e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.2,0.4545454545454545,5.634775099862399e-13,5.493703399807457e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.3000000000000003,0.4347826086956521,5.703072597806526e-13,5.545136222394978e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.4000000000000004,0.4166666666666666,5.730403857595216e-13,5.564111523902458e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.5000000000000004,0.3999999999999999,5.722062230703493e-13,5.551635937229377e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.6,0.3846153846153846,5.693422672225603e-13,5.521700213351154e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.7,0.3703703703703703,5.66138363253266e-13,5.488674028655148e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.8000000000000003,0.3571428571428571,5.635068792034697e-13,5.460950157188143e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,2.9000000000000004,0.3448275862068965,5.617391215055365e-13,5.441377668165963e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.0000000000000004,0.3333333333333332,5.607710770079046e-13,5.429551581016652e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.1,0.3225806451612903,5.60414153065699e-13,5.423893898178978e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.2,0.3125,5.604862739703668e-13,5.42285893204227e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.3000000000000003,0.303030303030303,5.608592789993727e-13,5.425376668446234e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.4000000000000004,0.2941176470588235,5.61475471362517e-13,5.431030070760306e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.5000000000000004,0.2857142857142857,5.622536903168397e-13,5.439077385881701e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.6,0.2777777777777778,5.631843011729938e-13,5.449517589815528e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.7,0.2702702702702703,5.642355692928952e-13,5.462077739132297e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.8,0.2631578947368421,5.65367153081173e-13,5.476374447739044e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,3.9,0.2564102564102564,5.665293349159009e-13,5.491907678924044e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.0,0.25,5.676664648476652e-13,5.508094903381844e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.1,0.2439024390243902,5.68721826149476e-13,5.524320233000466e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.2,0.238095238095238,5.696424753377597e-13,5.539984494199288e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.3,0.2325581395348837,5.703831619308917e-13,5.554547396295529e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.4,0.2272727272727273,5.709091423807427e-13,5.567559221578184e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.5,0.2222222222222222,5.711966625620892e-13,5.578672238342386e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.6,0.2173913043478261,5.712341683603893e-13,5.587654712026454e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.7,0.2127659574468085,5.710207357150373e-13,5.594381760855759e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.8,0.2083333333333333,5.705647846767742e-13,5.598826024234813e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,4.9,0.2040816326530611,5.698822716805868e-13,5.6010428411781e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.0,0.2,5.691128190307011e-13,5.602482303184958e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.1,0.196078431372549,5.68028058658225e-13,5.600489177234169e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.2,0.1923076923076923,5.667930865749028e-13,5.59678101404026e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.3,0.1886792452830188,5.654358344199237e-13,5.591578769316348e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.4,0.1851851851851851,5.639837424093317e-13,5.585110192993567e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.5,0.1818181818181818,5.624629064331357e-13,5.577600560504226e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.6,0.1785714285714285,5.608974774334076e-13,5.569265680061972e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.7,0.175438596491228,5.593092794563023e-13,5.560306947466531e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.8,0.1724137931034483,5.577176080910683e-13,5.550908151890994e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,5.9,0.1694915254237288,5.561397293784389e-13,5.541239401730615e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.0,0.1666666666666666,5.545887331032511e-13,5.531434124855833e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.1,0.1639344262295081,5.530768922385388e-13,5.521622286163067e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.2,0.1612903225806451,5.516137155572513e-13,5.511909562715469e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.3,0.1587301587301587,5.5020667322108e-13,5.502383900699788e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.4,0.15625,5.488614144189862e-13,5.493116995244217e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.5,0.1538461538461538,5.475819870554572e-13,5.484165896074848e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.6,0.1515151515151515,5.463710510860668e-13,5.475574647150112e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.7,0.1492537313432836,5.452300799482997e-13,5.467375894576189e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.8,0.1470588235294117,5.441595465909142e-13,5.459592417881148e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,6.9,0.144927536231884,5.431590922589684e-13,5.452238556072435e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.0,0.1428571428571428,5.422276774485252e-13,5.445321512410796e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.1,0.1408450704225352,5.413637151475405e-13,5.438842531009413e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.2,0.1388888888888889,5.405651872605356e-13,5.432797945079285e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.3,0.136986301369863,5.398297451592897e-13,5.42718010034254e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.4,0.1351351351351351,5.391547958534908e-13,5.421978161591734e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.5,0.1333333333333333,5.385375750273483e-13,5.417178810122287e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.6,0.131578947368421,5.379752084919086e-13,5.412766842784917e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.7,0.1298701298701298,5.374647633140306e-13,5.408725681656443e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.8,0.1282051282051282,5.3700328995469e-13,5.405037804612916e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,7.9,0.1265822784810126,5.365878565888538e-13,5.401685105828425e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.0,0.125,5.36215576676942e-13,5.398649195050132e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.1,0.1234567901234568,5.358836308294633e-13,5.395911643762181e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.2,0.1219512195121951,5.355892836503857e-13,5.393454184747305e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.3,0.1204819277108433,5.353298965376378e-13,5.39125887255728e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.4,0.119047619047619,5.35102936927013e-13,5.389308209810073e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.5,0.1176470588235294,5.349059846546576e-13,5.387585244775122e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.6,0.1162790697674418,5.347367359037868e-13,5.386073644766193e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.7,0.1149425287356321,5.345930051574548e-13,5.384757748925e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.8,0.1136363636363636,5.344744484537991e-13,5.383640026538936e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,8.9,0.1123595505617977,5.343757096800597e-13,5.382671833295071e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.0,0.1111111111111111,5.342966391714242e-13,5.381856682411006e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.1,0.1098901098901099,5.34235516321249e-13,5.38118182919706e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.2,0.108695652173913,5.341907299484873e-13,5.38063526154257e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.3,0.1075268817204301,5.341607744199973e-13,5.380205686707036e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.4,0.1063829787234042,5.341442453905869e-13,5.379882513217228e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.5,0.1052631578947368,5.341398353932946e-13,5.379655829230783e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.6,0.1041666666666666,5.341463291837058e-13,5.379516377879408e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.7,0.1030927835051546,5.341625991402802e-13,5.379455531005353e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.8,0.1020408163265305,5.341876006238132e-13,5.379465261491778e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,9.9,0.101010101010101,5.34220367327642e-13,5.379538114513066e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
0.896718,10.0,0.1,5.342124584028152e-13,5.378912942323861e-13,0.25,50000000000.0,2700,4463.974312948795,2577.2767712365617,2502.294445801098
1.03086,0.1,10.0,5.331359063623833e-13,5.331373003044134e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.2,5.0,5.33453540998158e-13,5.331457544548861e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.3,3.3333333333333326,5.36602327937971e-13,5.36447705708467e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.4,2.5,5.340526844589798e-13,5.33985780600985e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.5,2.0,5.365940148139739e-13,5.348952047601486e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.6,1.6666666666666667,5.425856355550528e-13,5.396253867802134e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
1.03086,0.7000000000000001,1.4285714285714284,5.453446262469129e-13,5.405461027984757e-13,0.25,50000000000.0,2700,4786.230249371629,2763.3313228782395,2502.294445801098
