K_Nu,K_E,K_Rho,K_incl,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,1,0.192288,1.1,0.909090909090909,5.352068833186957e-13,5.359412292615399e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.2000000000000002,0.8333333333333331,5.356411079125348e-13,5.365870823327168e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.3000000000000005,0.769230769230769,5.361409428280574e-13,5.34568189900681e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.4,0.7142857142857142,5.376748628964594e-13,5.360788602993048e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.5000000000000002,0.6666666666666665,5.363841115187103e-13,5.369386522404104e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.6,0.625,5.317227840687632e-13,5.336677310785899e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.7000000000000002,0.588235294117647,5.346948390173322e-13,5.362223330178638e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.8000000000000005,0.5555555555555555,5.378524074871716e-13,5.379195133672105e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,1.9,0.5263157894736842,5.369006387442615e-13,5.355240559663604e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.0,0.5,5.360390064133443e-13,5.338334696940643e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.1,0.4761904761904761,5.371380693592383e-13,5.34938747611725e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.2,0.4545454545454545,5.386070370265344e-13,5.371249234481054e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.3000000000000003,0.4347826086956521,5.384341972788526e-13,5.380478140324948e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.4000000000000004,0.4166666666666666,5.364698311572583e-13,5.371826511302249e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.5000000000000004,0.3999999999999999,5.339510072179664e-13,5.354990031663304e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.6,0.3846153846153846,5.321292113044032e-13,5.341623048287492e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.7,0.3703703703703703,5.316093652595848e-13,5.337939846524055e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.8000000000000003,0.3571428571428571,5.322944564790332e-13,5.34368777845287e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,2.9000000000000004,0.3448275862068965,5.337057303519462e-13,5.354888392947481e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.0000000000000004,0.3333333333333332,5.352940824647106e-13,5.366747454046365e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.1,0.3225806451612903,5.366374973622928e-13,5.375572660206703e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.2,0.3125,5.375139492544543e-13,5.37951447439426e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.3000000000000003,0.303030303030303,5.37885546432458e-13,5.378444881606889e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.4000000000000004,0.2941176470588235,5.37879213644634e-13,5.373600238228362e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
