K_Nu,K_E,K_Rho,K_incl_top_position_y,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,0.5,1,1,6.4,0.15625,6.758480241020025e-13,6.612965707132326e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.5,0.1538461538461538,6.681355570924277e-13,6.559670357722505e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.6,0.1515151515151515,6.606124514385193e-13,6.506619818540006e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.7,0.1492537313432836,6.533262874905365e-13,6.454325563030895e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.8,0.1470588235294117,6.463117094671988e-13,6.403188623994298e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,6.9,0.144927536231884,6.395925763520663e-13,6.353515311993293e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.0,0.1428571428571428,6.33183893436612e-13,6.30553189156822e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.1,0.1408450704225352,6.270935062872924e-13,6.259397880984476e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.2,0.1388888888888889,6.213235585217534e-13,6.215217833453681e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.3,0.136986301369863,6.158717269540528e-13,6.173051588272606e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.4,0.1351351351351351,6.107322543869403e-13,6.132923061841937e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.5,0.1333333333333333,6.058968031674175e-13,6.094827695503166e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.6,0.131578947368421,6.013560183388784e-13,6.058750212787069e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.7,0.1298701298701298,5.970966235898231e-13,6.024623818607104e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.8,0.1282051282051282,5.931070927977822e-13,5.992403371174869e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,7.9,0.1265822784810126,5.893745215580517e-13,5.962023004223223e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,8.0,0.125,5.858857842195747e-13,5.933410415220069e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,8.1,0.1234567901234568,5.826277531943707e-13,5.906489147726789e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,8.2,0.1219512195121951,5.795874663999196e-13,5.881180411612747e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,8.3,0.1204819277108433,5.76752253028108e-13,5.857404522648566e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,8.4,0.119047619047619,5.741098256149188e-13,5.835082027689973e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
